sent,codes,test
"""There are 2 bug reports filed with Axis URL_https://issues.apache.org/jira/browse/AXIS-2698 [AXIS-2698] URL_https://issues.apache.org/jira/browse/AXIS-2749 [AXIS-2749] See also URL_https://issues.apache.org/jira/browse/AXIS-1771 [AXIS-1771] , it has some interesting information regarding deserialization and ways to mediate its impact.""","[""'Bug'""]",0.290900084
"""@Nick: Read PKCS ""","[""'Others'""]",0.74904688
"""I know this because I actually counted the lines myself.""","[""'Others'""]",0.363182581
"""It's not difficult, but you have to URL_http://java.sun.com/javase/6/docs/tech notes/guides/security/crypto/HowToImplAProvider.html [read-through-the- documentation-on-how-to-do-that] .""","[""'Documentation'""]",0.55906456
"""i have tried below code but that create Json just only for one line CODESNIPPET_JAVA2 .""","[""'Others'""]",0.681179276
"""URL_http://www.jboss.org/file-access/default/members/jbossmessaging/freezone/d ocs/userguide-2.0.0.alpha1/html/performance.html#performance.results [ URL_http://www.jboss.org/file-access/default/members/jbossmessaging/freezone/docs /userguide-2.0.0.alpha1/html/performance.html#performance.results] .""","[""'Others'""]",0.200342391
"""I even gave up a 300pt bounty and still nothing: [here]( URL_http://stackoverflow.com/questions/6986365/java-rest-client-jax-rs - automatic-type-mapping).""","[""'OnlySentiment'""]",0.397669761
"""Anywhere in your code that a null value can be returned, consider introducing a check for a null return value.""","[""'Others'""]",0.368262937
"""If the count needs to be _very_ accurate, you could flush after each line, but that will of course slow performance.""","[""'Performance'""]",0.862748492
"""It's more a performance patch for Java 1.4 than a UI framework.""","[""'Performance'""]",0.912635951
"""So it is CODETERM1 and no extra libraries to download and manage.A simple example can be found URL_ht tp://www.java2s.com/Code/Java/JDK-6/MarshalJavaobjecttoxmlandoutputtoconsole.h tm [here] XStream seems to be dead.""","[""'Usability'""]",0.97351358
"""+1 for guava, -1 for not specifying the encoding of the input stream.""","[""'Usability'""]",0.077311912
"""It will be good if you go for latest version release.""","[""'OnlySentiment'""]",0.582108522
"""Well: there aren't so many good HTML parsers in java as you need, but here are some alternatives: URL_http://java-source.net/open-source/html-parsers [http ://java-source.net/open-source/html-parsers] Very few of them support Javascript.""","[""'Usability'""]",0.739020653
"""We're up to ANTLR 4 now.""","[""'Others'""]",0.418130864
"""From the CODETERM5 javadoc (and is repeated in the respective CODETERM6 methods from the other classes): _The contents of the character array are copied; subsequent modification of the character array does not affect the newly created string._ So you'll end up having a possibly big memory copy operation after the ""fast filling"" of the array.""","[""'Performance'""]",0.186946455
"""yFiles is a commercial graph and visualization library for Java / .NET / Ajax / Flex / Android that has been used for the exact same use in the DBVisualizer (JDBC) SQL client (free & commercial version).""","[""'Usability'"", ""'Legal'""]",0.980334164
"""Deploying a diverse range of application built on different webservices, we had major compatibility issues, resulting in customizing the class loading & still faced many issues.""","[""'Compatibility'""]",0.971556376
"""Saying that after 2 days+night battles vs tomcat data races.""","[""'Performance'""]",0.229682057
"""I tried plugging in your respective examples into the example but have yet been able to get it to work correctly.""","[""'Usability'""]",0.591898066
"""If you just want to use something because of the hype, pick anything.""","[""'Usability'""]",0.322312123
"""URL_http://en.wiktionary.org/wiki/your_mileage_may_vary [YMMV] .""","[""'Others'""]",0.270881071
"""For example, consider the Spring XML config example in another post in this thread.""","[""'Documentation'""]",0.020785891
"""Why reinvent the wheel?""","[""'OnlySentiment'""]",0.32786795
"""So best keep max one nullable item per line.""","[""'Usability'""]",0.615856566
"""Yes, it still is in use.""","[""'Usability'""]",0.386078848
"""It doesn't really get into any code (it's a 50,000-foot flyover) but I think it'll give you just what you need at this stage.""","[""'Others'""]",0.659342937
"""@Gorky: Make a new question.""","[""'Others'""]",0.694946473
"""+1 for _Why doesn't java (which is the most widely used programming language in the world)_.""","[""'Others'""]",0.981797564
""" URL_http://en.wikipedia.org/wiki/Apache_CXF [Apache-CXF] URL_http://jersey.java.net/ [Jersey] (popular) URL_http://en.wikipedia.org/wiki/Restlet [Restlet] (pioneer of JAX-RS) URL_http://www.jboss.org/resteasy [RESTEasy] Essentially what I am asking is... What is the value in using a RESTful Java framework?""","[""'Usability'""]",0.917331626
"""@TimoWestkmper can you point me to the methods to do that?""","[""'Others'""]",0.964171005
"""For a purely JAAS tutorial check out URL_http://www.javaworld.com/javaworld/jw-09-2002/jw-0913-jaas.html [this] .""","[""'Documentation'""]",0.743225223
"""I mean does it save time?""","[""'Performance'""]",0.974912406
"""I'd love to hear about this as well.""","[""'OnlySentiment'""]",0.529851735
"""I think Alex B is right when he says that objectively the API is bad and could have been better.""","[""'Usability'""]",0.853804086
"""GSON is a good library, we have been using it in our project from past 2years, and it works fine.""","[""'Usability'""]",0.926967503
"""The future of GlassFish is not certain because of the acquisition of SUN by Oracle.Right now Oracle claims it will support it, but who knows how this support willlook like and how long will it last.""","[""'Community'""]",0.514907197
"""thanks a lot skiphoppy...""","[""'OnlySentiment'""]",0.083753785
"""Brian got this completely right.""","[""'OnlySentiment'""]",0.08741599
"""I was seriously thinking i should go spring security despite it said complication, with that i'm sure i can have people to point me to the right direction.""","[""'Security'"", ""'Community'""]",0.075495359
"""CODESNIPPET_JAVA1 .""","[""'Others'""]",0.929504616
""") which could provide a more reliable value.""","[""'Usability'""]",0.725169027
""" Column/ super column indexing using lucene.""","[""'Others'""]",0.257334985
"""Well, usually it's actually ""A"" + ""B"" + ""C"" because people are lazy ;) I tended to always use a StringBuilder, even if it was only two strings being concatenated, because in future, perhaps more strings would be appended.""","[""'Usability'""]",0.803635745
"""edit to remove the SHOUTY CAPS.""","[""'OnlySentiment'""]",0.370697862
"""2. why should you CODETERM2 / CODETERM3 ( CODETERM4 / CODETERM5 ) to the very same data structure?""","[""'Others'""]",0.81411577
"""With Hibernate v3.3.2.GA, _org.hibernate.pretty.Formatter_ doesn't exist anymore.You can use its replacement : _org.hibernate.jdbc.util.BasicFormatterImpl_ CODESNIPPET_JAVA1 .""","[""'Others'""]",0.319636876
"""ObjectInputStream is about deserialization, and the stream have to respect the serialization protocol to work, which may not always true in the context of this question.""","[""'Others'""]",0.71527863
"""Netbeans' visual editor is not heavily based on Swing Application Framework at all unless you opt-in to use the framework in the beginning.""","[""'Usability'""]",0.475132028
"""The W3C Document hierarchy is verbose and hard to use, so both DOM4J and JDOM try to make it easier.""","[""'Usability'""]",0.828733852
"""ConceptPk.java CODESNIPPET_JAVA2 .""","[""'Others'""]",0.05611761
"""It objectively has a really bad API.""","[""'Usability'""]",0.569953097
"""so I have implemented my own ORM file to objects and vise versa.""","[""'Others'""]",0.266219516
"""URL_http://www.spec.org/jms2007/results/jms2007.html [ URL_http://www.spec.org/jms2007/results/jms2007.html ] .""","[""'Others'""]",0.28699684
"""Those breakpoints fire whenever a specified exception is thrown (you can scope this to a package or a class).""","[""'Bug'""]",0.512541499
"""As always though, make your own measurements before committing to something you might regret.""","[""'Others'""]",0.611591319
"""Since the question asks specifically for a String, that's what I show, but if you can work with the CharBuffer returned by ""decode"", the memory requirement is much less.""","[""'Performance'""]",0.749447968
"""8.""","[""'Others'""]",0.90160621
"""Related: URL_http://stackoverflow.com/questions/2994304/is-java-swing-still-in - use/2994324#2994324.""","[""'Others'""]",0.522742213
"""Sure.""","[""'Others'""]",0.09344515
"""Using AWT, you have toimplement a lot of things yourself, while Swing has them built in.""","[""'Usability'""]",0.783418137
"""I know that DP.""","[""'Others'""]",0.335792989
"""@Pacerier Your router should handle the address translation for you.""","[""'Others'""]",0.153566771
"""A nice new library for Java is URL_http://code.google.com/p/serotonin-json/ [Serotonin-JSON] .""","[""'Usability'""]",0.477426206
"""Works well on Android in comparison with other answers which work only in enterprise java.""","[""'Portability'""]",0.691109758
"""The array is owned by a org.jboss.axis.message.SAX2EventRecorder which is in turn held by these guys: org.jboss.axis.message.SOAPEnvelopeAxisImpl@0x19c31fd8 (141 bytes) : field recorderorg.jboss.axis.message.RPCParamElementImpl@0x19c32260 (123 bytes) : field recorderorg.jboss.axis.message.SOAPBodyAxisImpl@0x19c32160 (121 bytes) : field recorderorg.jboss.axis.message.RPCElement@0x19c321e0 (124 bytes) : field recorderorg.jboss.axis.encoding.DeserializationContextImpl@0x19c332f0 (67 bytes) : field recorderorg.jboss.axis.message.SAX2EventRecorder$objArrayVector@0x19c33398 (24 bytes) : field this$0 The data structures of our own app are quete bloated, but not to this degree.""","[""'Usability'"", ""'Others'""]",0.711907599
